ns=3;i=6039	PosIndirect
ns=6;i=6170	EnumStrings
ns=0;i=12788	PublishingInterval
ns=0;i=11456	EffectiveTransitionTime
ns=0;i=12787	Priority
ns=6;i=6172	Pin4ProcessData
ns=0;i=12786	SubscriptionId
ns=6;i=6171	Pin2ProcessData
ns=0;i=12785	SessionId
ns=6;i=6174	NumberOfAborts
ns=6;i=6173	DateOfLastStatisticsReset
ns=8;i=6730	EngineeringUnits
ns=6;i=6176	NumberOfDeviceHasBeenExchanged
ns=8;i=6731	EngineeringUnits
ns=6;i=6175	NumberOfCycles
ns=8;i=6732	EngineeringUnits
ns=6;i=6178	EngineeringUnits
ns=0;i=12780	SamplingInterval
ns=6;i=6177	NumberOfRetries
ns=6;i=6179	OutputArguments
ns=8;i=6737	RemainingInterval
ns=8;i=6738	EngineeringUnits
ns=8;i=6739	EngineeringUnits
ns=8;i=6733	EngineeringUnits
ns=8;i=6734	EngineeringUnits
ns=8;i=6735	Interval
ns=8;i=6736	EURange
ns=4;i=18595	ActualPosition
ns=0;i=12779	SamplingIntervalDiagnostics
ns=0;i=12778	OutputArguments
ns=0;i=12795	DisableCount
ns=0;i=12794	EnableCount
ns=0;i=12793	ModifyCount
ns=0;i=11461	ValueAsText
ns=0;i=12792	PublishingEnabled
ns=0;i=12799	TransferRequestCount
ns=0;i=12798	RepublishMessageCount
ns=0;i=12797	RepublishMessageRequestCount
ns=0;i=12796	RepublishRequestCount
ns=6;i=6141	SoftwareRevision
ns=8;i=6740	EngineeringUnits
ns=6;i=6140	HardwareRevision
ns=8;i=6741	RemainingInterval
ns=6;i=6143	Manufacturer
ns=8;i=6742	EURange
ns=6;i=6142	DeviceHealth
ns=8;i=6743	TotalOperation
ns=0;i=12791	MaxNotificationsPerPublish
ns=6;i=6144	Model
ns=0;i=12790	MaxLifetimeCount
ns=6;i=6147	ProcessDataLength
ns=6;i=6146	PDDescriptor
ns=6;i=6149	ErrorCount
ns=8;i=6748	AdditionalInformation
ns=6;i=6148	DetailedDeviceStatus
ns=8;i=6749	Interval
ns=0;i=23456	AliasNameCategoryType
ns=8;i=6744	Interval
ns=0;i=23455	AliasNameType
ns=8;i=6745	EURange
ns=0;i=23458	<SubAliasNameCategories>
ns=8;i=6746	RemainingInterval
ns=0;i=23457	<Alias>
ns=8;i=6747	EURange
ns=0;i=12789	MaxKeepAliveCount
ns=6;i=6150	PortClass
ns=6;i=6152	MaxPowerSupply
ns=8;i=6751	RemainingInterval
ns=6;i=6151	EnumStrings
ns=8;i=6752	EURange
ns=6;i=6154	CycleTime
ns=8;i=6753	ActualValue
ns=6;i=6153	Pin2Support
ns=8;i=6754	EURange
ns=6;i=6156	EnumStrings
ns=6;i=6155	ValidationAndBackup
ns=6;i=6158	EnumStrings
ns=6;i=6157	PortMode
ns=8;i=6750	EURange
ns=8;i=6759	EURange
ns=6;i=6159	Pin2Configuration
ns=8;i=6755	ActualValue
ns=8;i=6756	EURange
ns=8;i=6757	SwitchedOn
ns=8;i=6758	ActualValue
ns=0;i=12733	OutputArguments
ns=0;i=12732	InputArguments
ns=0;i=12731	CreateSigningRequest
ns=6;i=6121	OutputArguments
ns=6;i=6120	InputArguments
ns=6;i=6123	ApplicationSpecificTag
ns=6;i=6122	MinCycleTime
ns=6;i=6125	FunctionTag
ns=6;i=6124	StoredInDevice
ns=4;i=17239	Model
ns=6;i=6127	LocationTag
ns=6;i=6126	StoredInDevice
ns=4;i=17237	Manufacturer
ns=6;i=6129	Manufacturer
ns=6;i=6128	StoredInDevice
ns=4;i=17236	Active
ns=4;i=17235	Enabled
ns=4;i=17234	Name
ns=4;i=17233	ProtectiveStopFunctionType
ns=4;i=17232	Active
ns=4;i=17231	Name
ns=4;i=17230	EmergencyStopFunctionType
ns=0;i=12740	ApplyChanges
ns=6;i=6130	ProcessDataInput
ns=6;i=6132	ProcessDataOutput
ns=6;i=6131	ProcessDataLength
ns=6;i=6134	ProcessDataLength
ns=6;i=6133	ProcessDataLength
ns=6;i=6136	RevisionID
ns=6;i=6135	ProcessDataLength
ns=6;i=6138	VendorID
ns=6;i=6137	SerialNumber
ns=4;i=17225	ProtectiveStopFunctions
ns=6;i=6139	Model
ns=4;i=17221	EmergencyStopFunctions
ns=0;i=12737	CreateSigningRequest
ns=0;i=12734	ApplyChanges
ns=0;i=12739	OutputArguments
ns=0;i=12738	InputArguments
ns=0;i=12751	OutputArguments
ns=0;i=12750	InputArguments
ns=0;i=12755	OptionSet
ns=6;i=10021	GenerateFileForRead
ns=6;i=10020	OutputArguments
ns=6;i=6101	MaxPowerSupply
ns=6;i=6100	MaxNumberOfPorts
ns=6;i=6103	FunctionTag
ns=6;i=6102	ApplicationSpecificTag
ns=6;i=10016	TransferIODD
ns=6;i=6105	MasterType
ns=8;i=6704	EngineeringUnits
ns=6;i=10015	OutputArguments
ns=6;i=6104	LocationTag
ns=8;i=6705	EngineeringUnits
ns=6;i=10018	CloseAndCommit
ns=6;i=6107	NumberOfIOLinkMasterStarts
ns=8;i=6706	EngineeringUnits
ns=6;i=10017	ClientProcessingTimeout
ns=6;i=6106	DateOfLastStatisticsReset
ns=8;i=6707	EngineeringUnits
ns=6;i=10012	OutputArguments
ns=6;i=6109	InputArguments
ns=8;i=6700	EngineeringUnits
ns=6;i=10011	InputArguments
ns=6;i=6108	EnumStrings
ns=8;i=6701	EngineeringUnits
ns=6;i=10014	InputArguments
ns=8;i=6702	EngineeringUnits
ns=6;i=10013	GenerateFileForWrite
ns=8;i=6703	EngineeringUnits
ns=0;i=12748	OutputArguments
ns=0;i=12747	InputArguments
ns=4;i=17252	Components
ns=0;i=12746	SetSubscriptionDurable
ns=4;i=17250	Level
ns=8;i=6708	EngineeringUnits
ns=6;i=10019	InputArguments
ns=8;i=6709	EngineeringUnits
ns=0;i=12749	SetSubscriptionDurable
ns=0;i=12762	Union
ns=0;i=12766	Default Binary
ns=0;i=12765	Default Binary
ns=6;i=10010	GenerateFileForRead
ns=6;i=6110	OutputArguments
ns=8;i=6710	EngineeringUnits
ns=6;i=6112	ParameterIdentifier
ns=6;i=6111	OutputArguments
ns=6;i=6114	OutputArguments
ns=6;i=6113	DeviceConfigurationDisabled
ns=6;i=10005	TemporaryFileTransfer
ns=6;i=6116	OutputArguments
ns=8;i=6715	EngineeringUnits
ns=6;i=10004	OutputArguments
ns=4;i=17249	CurrentUser
ns=6;i=6115	InputArguments
ns=8;i=6716	EngineeringUnits
ns=6;i=10007	CloseAndCommit
ns=6;i=6118	InputArguments
ns=5;i=400	SetMachSpeed
ns=8;i=6717	AdditionalInformation
ns=6;i=10006	ClientProcessingTimeout
ns=6;i=6117	OutputArguments
ns=5;i=401	SetProduct
ns=8;i=6718	Interval
ns=6;i=10001	IODDs
ns=5;i=402	SetParameter
ns=8;i=6711	EngineeringUnits
ns=6;i=10000	IODDManagement
ns=4;i=17245	ProductCode
ns=6;i=6119	OutputArguments
ns=5;i=403	RemoteCommand
ns=8;i=6712	EngineeringUnits
ns=6;i=10003	InputArguments
ns=5;i=404	SetInterlock
ns=8;i=6713	EngineeringUnits
ns=6;i=10002	RemoveIODD
ns=8;i=6714	InputArguments
ns=0;i=12759	OptionSet
ns=0;i=12758	Default XML
ns=4;i=17240	SerialNumber
ns=0;i=12757	Default XML
ns=4;i=18570	MotionProfile
ns=0;i=12756	Union
ns=6;i=10009	OutputArguments
ns=8;i=6719	EURange
ns=6;i=10008	InputArguments
ns=0;i=12810	DiscardedMessageCount
ns=8;i=6564	SetRampUp
ns=0;i=15087	Default JSON
ns=8;i=6565	EURange
ns=8;i=6566	SetValue
ns=8;i=6567	EURange
ns=8;i=6560	EnumValues
ns=0;i=15083	Default JSON
ns=8;i=6561	ValueAsText
ns=0;i=15084	Default JSON
ns=8;i=6562	SetRampDown
ns=0;i=15085	Default JSON
ns=8;i=6563	EURange
ns=0;i=15086	Default JSON
ns=0;i=12809	UnacknowledgedMessageCount
ns=0;i=15081	Default JSON
ns=0;i=12808	CurrentLifetimeCount
ns=0;i=15082	Default JSON
ns=8;i=6568	UpperTolerance
ns=8;i=6569	EURange
ns=0;i=12803	DataChangeNotificationsCount
ns=0;i=12802	PublishRequestCount
ns=0;i=12801	TransferredToSameClientCount
ns=0;i=12800	TransferredToAltClientCount
ns=0;i=12807	CurrentKeepAliveCount
ns=0;i=12806	LatePublishRequestCount
ns=0;i=12805	NotificationsCount
ns=0;i=12804	EventNotificationsCount
ns=8;i=6570	UpperTolerance2
ns=0;i=12821	EndpointUrl
ns=0;i=12820	ServerUri
ns=8;i=6575	EnumValues
ns=0;i=15098	Default JSON
ns=8;i=6576	ValueAsText
ns=0;i=15099	Default JSON
ns=8;i=6577	AutomaticMonitoring
ns=8;i=6578	LowerTolerance
ns=8;i=6571	EURange
ns=8;i=6572	ActualValue
ns=0;i=15095	Default JSON
ns=8;i=6573	EURange
ns=8;i=6574	AlarmSuppression
ns=0;i=12819	ClientDescription
ns=8;i=6579	EURange
ns=0;i=12814	NextSequenceNumber
ns=0;i=12813	MonitoringQueueOverflowCount
ns=0;i=12812	DisabledMonitoredItemCount
ns=0;i=12811	MonitoredItemCount
ns=0;i=12818	SessionName
ns=0;i=12817	SessionId
ns=0;i=12816	SessionDiagnostics
ns=0;i=12815	EventQueueOverflowCount
ns=8;i=6580	LowerTolerance2
ns=8;i=6581	EURange
ns=0;i=11500	StartOfOnlineArchive
ns=0;i=12832	ReadCount
ns=0;i=11501	DeleteEventCapability
ns=0;i=12831	UnauthorizedRequestCount
ns=0;i=12830	TotalRequestCount
ns=8;i=6586	EngineeringUnits
ns=8;i=6587	MinValue
ns=8;i=6588	EURange
ns=8;i=6589	MonitoringSensitivity
ns=8;i=6582	EngineeringUnits
ns=8;i=6583	MaxValue
ns=8;i=6584	EngineeringUnits
ns=8;i=6585	EURange
ns=0;i=12825	ClientConnectionTime
ns=0;i=12824	MaxResponseMessageSize
ns=0;i=12823	ActualSessionTimeout
ns=0;i=12822	LocaleIds
ns=0;i=12829	CurrentPublishRequestsInQueue
ns=0;i=12828	CurrentMonitoredItemsCount
ns=0;i=12827	CurrentSubscriptionsCount
ns=0;i=12826	ClientLastContactTime
ns=8;i=6590	EnumValues
ns=8;i=6591	ValueAsText
ns=8;i=6592	SetRampDown
ns=0;i=12843	ModifySubscriptionCount
ns=0;i=12842	CreateSubscriptionCount
ns=0;i=12841	DeleteMonitoredItemsCount
ns=0;i=11510	MandatoryPlaceholder
ns=0;i=12840	SetTriggeringCount
ns=8;i=6597	EURange
ns=8;i=6598	UpperTolerance
ns=8;i=6599	EURange
ns=8;i=6593	EURange
ns=8;i=6594	SetRampUp
ns=8;i=6595	EURange
ns=8;i=6596	SetValue
ns=0;i=12836	CallCount
ns=0;i=12835	HistoryUpdateCount
ns=0;i=11502	DeleteEventCapability
ns=0;i=12834	WriteCount
ns=0;i=12833	HistoryReadCount
ns=0;i=11508	OptionalPlaceholder
ns=0;i=12839	SetMonitoringModeCount
ns=0;i=12838	ModifyMonitoredItemsCount
ns=0;i=12837	CreateMonitoredItemsCount
ns=0;i=16379	FalseState
ns=0;i=15047	SecurityPolicyUri
ns=0;i=16378	TrueState
ns=0;i=15048	MaxFutureKeyCount
ns=0;i=15049	Default JSON
ns=0;i=15043	MaxPastKeyCount
ns=8;i=6520	NominalFlowRate
ns=8;i=6521	EURange
ns=0;i=15044	Default JSON
ns=8;i=6522	CoolingCapacity
ns=0;i=16376	TransitionTime
ns=0;i=15046	KeyLifetime
ns=8;i=6523	EURange
ns=0;i=16371	OutOfServiceState
ns=0;i=15040	LastMethodOutputValues
ns=0;i=15041	Default JSON
ns=0;i=16372	Id
ns=0;i=15042	Default JSON
ns=8;i=6528	ActualValue
ns=8;i=6529	EURange
ns=8;i=6524	EURange
ns=8;i=6525	UpperTolerance2
ns=8;i=6526	EngineeringUnits
ns=8;i=6527	EURange
ns=0;i=15058	Default JSON
ns=0;i=16389	AudibleEnabled
ns=0;i=15059	Default JSON
ns=8;i=6531	EnumValues
ns=0;i=16385	TransitionTime
ns=8;i=6532	ValueAsText
ns=0;i=16388	FalseState
ns=0;i=15056	MaxPastKeyCount
ns=8;i=6533	AutomaticMonitoring
ns=0;i=16387	TrueState
ns=8;i=6534	LowerTolerance
ns=0;i=15057	Default JSON
ns=0;i=15050	Default JSON
ns=0;i=16381	Id
ns=0;i=15051	Default JSON
ns=0;i=15052	ModifyFieldSelection
ns=0;i=15053	InputArguments
ns=8;i=6530	AlarmSuppression
ns=8;i=6539	EURange
ns=0;i=16380	SilenceState
ns=8;i=6535	EURange
ns=8;i=6536	LowerTolerance2
ns=8;i=6537	EURange
ns=8;i=6538	ConnectedLoad
ns=0;i=16397	FirstInGroupFlag
ns=8;i=6542	NominalFlowRate
ns=0;i=15065	Default JSON
ns=0;i=16396	OffDelay
ns=8;i=6543	EURange
ns=0;i=15066	Default JSON
ns=0;i=16399	<AlarmGroup>
ns=8;i=6544	PowerValue
ns=0;i=15067	Default JSON
ns=0;i=16398	FirstInGroup
ns=8;i=6545	EURange
ns=0;i=16393	Default JSON
ns=0;i=15061	Default JSON
ns=0;i=16392	Default JSON
ns=0;i=15062	Default JSON
ns=0;i=16395	OnDelay
ns=8;i=6540	MaxTemperature
ns=0;i=15063	Default JSON
ns=0;i=15064	DatagramConnectionTransportType
ns=8;i=6541	EURange
ns=0;i=16394	Default JSON
ns=0;i=16391	Default JSON
ns=0;i=16390	AudibleSound
ns=0;i=15060	Default JSON
ns=8;i=6546	MaxValue
ns=8;i=6547	EURange
ns=8;i=6548	MinValue
ns=8;i=6549	EURange
ns=8;i=6553	EURange
ns=8;i=6554	EngineeringUnits
ns=8;i=6555	EngineeringUnits
ns=8;i=6556	EngineeringUnits
ns=0;i=15072	DiscoveryAddress
ns=8;i=6550	DeviceMappingNumber
ns=8;i=6551	ActiveErrors
ns=8;i=6552	OperatingMode
ns=8;i=6557	DisplayLanguage
ns=8;i=6558	SwitchedOn
ns=8;i=6559	MonitoringSensitivity
ns=0;i=15007	BrokerConnectionTransportDataType
ns=0;i=15008	BrokerTransportQualityOfService
ns=0;i=15009	EnumStrings
ns=0;i=15003	UrisVersion
ns=0;i=15005	SimpleTypeDescription
ns=0;i=15006	UABinaryFileDataType
ns=0;i=15001	Deprecated
ns=0;i=15010	KeyLifetime
ns=0;i=15011	SecurityPolicyUri
ns=0;i=15012	MaxFutureKeyCount
ns=0;i=15013	AuditConditionResetEventType
ns=0;i=2340	AggregateFunctionType
ns=0;i=2334	InsertDataCapability
ns=0;i=2336	UpdateDataCapability
ns=0;i=2335	ReplaceDataCapability
ns=0;i=2338	DeleteAtTimeCapability
ns=0;i=2337	DeleteRawCapability
ns=0;i=16359	InputArguments
ns=0;i=2330	HistoryServerCapabilitiesType
ns=0;i=2332	AccessHistoryEventsCapability
ns=0;i=2331	AccessHistoryDataCapability
ns=0;i=2323	Stepped
ns=0;i=2325	MaxTimeInterval
ns=0;i=2324	Definition
ns=0;i=2327	ExceptionDeviation
ns=0;i=15036	OptionSetValues
ns=0;i=2326	MinTimeInterval
ns=0;i=15037	Deprecated
ns=0;i=15038	LastMethodInputValues
ns=0;i=2328	ExceptionDeviationFormat
ns=0;i=15039	Deprecated
ns=0;i=16364	ConditionSubClassName
ns=0;i=15032	OptionSetValues
ns=0;i=16363	ConditionSubClassId
ns=0;i=15033	EventNotifierType
ns=0;i=15034	OptionSetValues
ns=0;i=15035	OptionSetValues
ns=0;i=16362	AlarmGroupMember
ns=0;i=15030	OptionSetValues
ns=0;i=16361	HasAlarmSuppressionGroup
ns=0;i=15031	AccessLevelType
ns=0;i=2399	ProgramDiagnostic
ns=0;i=2392	Creatable
ns=0;i=2391	ProgramStateMachineType
ns=0;i=2394	AutoDelete
ns=0;i=2393	Deletable
ns=0;i=2396	InstanceCount
ns=0;i=2395	RecycleCount
ns=0;i=2398	MaxRecycleCount
ns=0;i=2397	MaxInstanceCount
ns=0;i=2390	LastMethodReturnStatus
ns=0;i=2389	LastMethodCallTime
ns=0;i=16305	InputArguments
ns=0;i=17636	AvailableTransitions
ns=0;i=2388	LastMethodOutputArguments
ns=0;i=16308	Default JSON
ns=0;i=16307	AudioDataType
ns=0;i=16302	InputArguments
ns=0;i=17633	SelectionDescriptions
ns=0;i=16301	AddRole
ns=0;i=17632	Selections
ns=0;i=16304	RemoveRole
ns=0;i=17635	AvailableStates
ns=0;i=17634	LocalTime
ns=0;i=16303	OutputArguments
ns=0;i=2381	CreateSessionId
ns=0;i=2380	ProgramDiagnosticType
ns=0;i=16300	InputArguments
ns=0;i=2383	InvocationCreationTime
ns=0;i=2382	CreateClientName
ns=0;i=2385	LastMethodCall
ns=0;i=2384	LastTransitionTime
ns=0;i=2387	LastMethodInputArguments
ns=0;i=2386	LastMethodSessionId
ns=0;i=2378	ProgramTransitionEventType
ns=0;i=2377	EnumStrings
ns=0;i=2379	IntermediateResult
ns=0;i=16312	RestrictToList
ns=0;i=2372	DiscreteItemType
ns=0;i=16311	Default JSON
ns=0;i=17641	RoleMappingRuleChangedAuditEventType
ns=0;i=16310	Default JSON
ns=0;i=2374	FalseState
ns=0;i=2373	TwoStateDiscreteType
ns=0;i=2376	MultiStateDiscreteType
ns=0;i=2375	TrueState
ns=0;i=16309	SelectionListType
ns=0;i=3698	ProductUri
ns=0;i=2367	ValuePrecision
ns=0;i=2366	Definition
ns=0;i=2369	EURange
ns=0;i=2368	AnalogItemType
ns=0;i=3699	ManufacturerName
ns=0;i=16323	Default JSON
ns=0;i=2365	DataItemType
ns=0;i=3720	Id
ns=0;i=3724	Id
ns=2;i=6555	FetchResultDataType
ns=0;i=541	Default XML
ns=0;i=540	RelativePath
ns=0;i=542	Default Binary
ns=2;i=6551	Default Binary
ns=2;i=6554	Default Binary
ns=0;i=538	Default XML
ns=0;i=537	RelativePathElement
ns=0;i=539	Default Binary
ns=0;i=17714	VectorType
ns=0;i=17713	Denominator
ns=0;i=17716	3DVectorType
ns=0;i=17715	VectorUnit
ns=0;i=17710	Selections
ns=2;i=6548	ParameterResultDataType
ns=0;i=17712	Numerator
ns=3;i=2001	CncPositionVariableType
ns=7;i=6713	SerialNumber
ns=7;i=6712	EnumValues
ns=7;i=6711	EngineeringUnits
ns=7;i=6710	EURange
ns=0;i=3706	SessionsDiagnosticsSummary
ns=0;i=3705	RejectedSessionCount
ns=0;i=3708	SessionSecurityDiagnosticsArray
ns=0;i=3707	SessionDiagnosticsArray
ns=0;i=3709	RedundancySupport
ns=0;i=17706	Selections
ns=0;i=17709	RationalNumberType
ns=0;i=17708	InterfaceTypes
ns=0;i=17725	WriterGroupType
ns=0;i=17724	MaxNetworkMessageSize
ns=0;i=3700	ProductName
ns=0;i=17721	ConnectionTransportType
ns=0;i=3702	BuildNumber
ns=0;i=3701	SoftwareVersion
ns=0;i=3704	SoftwareCertificates
ns=0;i=3703	BuildDate
ns=2;i=6571	<CPIdentifier>
ns=0;i=17718	Delete
ns=0;i=17719	InputArguments
ns=0;i=16405	AlarmGroupType
ns=0;i=17736	WriterGroupId
ns=0;i=16404	Default JSON
ns=0;i=16407	EventId
ns=0;i=17738	KeepAliveTime
ns=0;i=16406	<AlarmConditionInstance>
ns=0;i=17737	PublishingInterval
ns=0;i=17732	AuthorizationServices
ns=0;i=16401	ReAlarmRepeatCount
ns=0;i=16400	ReAlarmTime
ns=0;i=16403	Suppress
ns=0;i=16402	Silence
ns=2;i=6567	<GroupIdentifier>
ns=2;i=6564	ParameterResultDataType
ns=2;i=6599	<NetworkIdentifier>
ns=2;i=6596	<ProfileIdentifier>
ns=0;i=2430	Reset
ns=2;i=6592	NetworkAddress
ns=4;i=18600	EngineeringUnits
ns=0;i=2429	Halt
ns=0;i=2422	SuspendedToReady
ns=0;i=2421	TransitionNumber
ns=0;i=2424	ReadyToHalted
ns=0;i=3754	Id
ns=0;i=2423	TransitionNumber
ns=0;i=2426	Start
ns=0;i=2425	TransitionNumber
ns=0;i=2428	Resume
ns=0;i=2427	Suspend
ns=0;i=2420	SuspendedToHalted
ns=0;i=3750	Id
ns=0;i=2419	TransitionNumber
ns=0;i=2418	SuspendedToRunning
ns=0;i=2411	TransitionNumber
ns=0;i=2410	ReadyToRunning
ns=0;i=2413	TransitionNumber
ns=0;i=2412	RunningToHalted
ns=0;i=3746	Id
ns=0;i=2415	TransitionNumber
ns=0;i=2414	RunningToReady
ns=0;i=2417	TransitionNumber
ns=0;i=2416	RunningToSuspended
ns=0;i=521	ContinuationPoint
ns=7;i=6702	EngineeringUnits
ns=7;i=6701	EngineeringUnits
ns=7;i=6700	EURange
ns=7;i=6706	EngineeringUnits
ns=7;i=6705	EngineeringUnits
ns=7;i=6704	EngineeringUnits
ns=7;i=6703	EngineeringUnits
ns=0;i=2408	HaltedToReady
ns=0;i=2407	StateNumber
ns=7;i=6709	EngineeringUnits
ns=7;i=6708	ActualTemperature
ns=0;i=2409	TransitionNumber
ns=7;i=6707	EngineeringUnits
ns=0;i=2400	Ready
ns=0;i=2402	Running
ns=0;i=3732	Id
ns=0;i=2401	StateNumber
ns=0;i=2404	Suspended
ns=0;i=2403	StateNumber
ns=0;i=2406	Halted
ns=0;i=2405	StateNumber
ns=4;i=18613	<PowerTrainIdentifier>
ns=0;i=3728	Id
ns=0;i=11562	<VendorCapability>
ns=0;i=12894	DiscoveryConfiguration
ns=0;i=12893	Default XML
ns=0;i=12892	Default XML
ns=0;i=12891	MdnsDiscoveryConfiguration
ns=0;i=11567	MaxNodesPerWrite
ns=0;i=12897	MdnsDiscoveryConfiguration
ns=0;i=11564	OperationLimitsType
ns=6;i=6040	OutputArguments
ns=0;i=11565	MaxNodesPerRead
ns=6;i=6042	OutputArguments
ns=0;i=8576	LiteralOperand
ns=6;i=6041	OutputArguments
ns=6;i=6044	OutputArguments
ns=6;i=6043	OutputArguments
ns=8;i=6600	UpperTolerance2
ns=0;i=8573	ElementOperand
ns=6;i=6046	OutputArguments
ns=0;i=12890	DiscoveryConfiguration
ns=6;i=6045	OutputArguments
ns=0;i=8579	AttributeOperand
ns=6;i=6048	EngineeringUnits
ns=6;i=6047	OutputArguments
ns=8;i=6605	AutomaticMonitoring
ns=6;i=6049	DeviceID
ns=8;i=6606	LowerTolerance
ns=8;i=6607	EURange
ns=8;i=6608	LowerTolerance2
ns=4;i=16068	ProductCode
ns=8;i=6601	EURange
ns=8;i=6602	AlarmSuppression
ns=8;i=6603	EnumValues
ns=0;i=8570	FilterOperand
ns=8;i=6604	ValueAsText
ns=4;i=16064	Model
ns=4;i=16062	Manufacturer
ns=8;i=6609	EURange
ns=0;i=11573	MaxNodesPerNodeManagement
ns=0;i=11574	MaxMonitoredItemsPerCall
ns=0;i=11571	MaxNodesPerRegisterNodes
ns=0;i=11572	MaxNodesPerTranslateBrowsePathsToNodeIds
ns=0;i=11575	FileType
ns=6;i=6051	OutputArguments
ns=0;i=11576	Size
ns=6;i=6050	OutputArguments
ns=6;i=6053	OutputArguments
ns=6;i=6052	OutputArguments
ns=0;i=8564	ContentFilterElement
ns=6;i=6055	OutputArguments
ns=8;i=6610	MaxValue
ns=6;i=6054	OutputArguments
ns=8;i=6611	EURange
ns=6;i=6057	DeviceName
ns=0;i=11570	MaxNodesPerBrowse
ns=6;i=6056	VendorURL
ns=6;i=6059	<ImageIdentifier>
ns=0;i=8567	ContentFilter
ns=6;i=6058	VendorLogo
ns=8;i=6616	EngineeringUnits
ns=8;i=6617	ValueAsText
ns=8;i=6618	EngineeringUnits
ns=8;i=6619	SetRampDown
ns=8;i=6612	MinValue
ns=4;i=17388	EngineeringUnits
ns=8;i=6613	EURange
ns=8;i=6614	MonitoringSensitivity
ns=8;i=6615	EnumValues
ns=4;i=17383	Temperature
ns=0;i=11569	MaxNodesPerMethodCall
ns=4;i=17382	EngineeringUnits
ns=0;i=11584	InputArguments
ns=0;i=11585	Read
ns=0;i=11582	OutputArguments
ns=0;i=11583	Close
ns=0;i=11588	Write
ns=0;i=11589	InputArguments
ns=0;i=11586	InputArguments
ns=0;i=11587	OutputArguments
ns=6;i=6020	Name
ns=8;i=6620	EURange
ns=6;i=6022	FunctionTag
ns=8;i=6621	SetRampUp
ns=6;i=6021	ApplicationSpecificTag
ns=8;i=6622	EURange
ns=0;i=11580	Open
ns=6;i=6024	ErrorCount
ns=0;i=11581	InputArguments
ns=6;i=6023	LocationTag
ns=6;i=6026	ProcessDataOutput
ns=6;i=6025	DetailedDeviceStatus
ns=6;i=6028	OffsetTime
ns=8;i=6627	UpperTolerance2
ns=6;i=6027	ProcessDataInput
ns=8;i=6628	EURange
ns=8;i=6629	AutoTuningActive
ns=6;i=6029	SerialNumber
ns=8;i=6623	SetValue
ns=8;i=6624	EURange
ns=8;i=6625	UpperTolerance
ns=8;i=6626	EURange
ns=0;i=11579	OpenCount
ns=0;i=11595	AddressSpaceFileType
ns=0;i=11593	SetPosition
ns=0;i=11594	InputArguments
ns=6;i=6031	StoredInDevice
ns=8;i=6630	AutomaticControllerMode
ns=6;i=6030	StoredInDevice
ns=8;i=6631	PIDParameters
ns=6;i=6033	InputArguments
ns=8;i=6632	AutomaticControllerMode
ns=6;i=6032	StoredInDevice
ns=8;i=6633	AutoTuningActive
ns=0;i=11591	InputArguments
ns=6;i=6035	InputArguments
ns=0;i=11592	OutputArguments
ns=6;i=6034	OutputArguments
ns=6;i=6037	InputArguments
ns=0;i=11590	GetPosition
ns=6;i=6036	OutputArguments
ns=6;i=6039	OutputArguments
ns=8;i=6638	EngineeringUnits
ns=6;i=6038	OutputArguments
ns=8;i=6639	EngineeringUnits
ns=8;i=6634	PIDParameters
ns=8;i=6635	EngineeringUnits
ns=4;i=16077	Numerator
ns=8;i=6636	EngineeringUnits
ns=4;i=16078	Denominator
ns=8;i=6637	EngineeringUnits
ns=4;i=16076	GearRatio
ns=4;i=16071	SerialNumber
ns=0;i=12850	AddReferencesCount
ns=0;i=12854	BrowseNextCount
ns=0;i=12853	BrowseCount
ns=0;i=12852	DeleteReferencesCount
ns=0;i=12851	DeleteNodesCount
ns=0;i=583	ContentFilterElement
ns=0;i=585	Default Binary
ns=0;i=584	Default XML
ns=6;i=6002	MinCycleTime
ns=0;i=587	Default XML
ns=0;i=23508	AliasNameDataType
ns=6;i=6001	IsNamespaceSubset
ns=0;i=586	ContentFilter
ns=4;i=16019	Manufacturer
ns=6;i=6004	VendorID
ns=0;i=589	FilterOperand
ns=6;i=6003	RevisionID
ns=0;i=588	Default Binary
ns=4;i=16028	SerialNumber
ns=6;i=6006	DeviceAccessLocks
ns=4;i=17359	TotalEnergyConsumption
ns=6;i=6005	DeviceID
ns=4;i=17358	TotalPowerOnTime
ns=6;i=6008	VendorText
ns=6;i=6007	ProfileCharacteristic
ns=4;i=16025	ProductCode
ns=6;i=6009	ProductID
ns=0;i=23513	CurrencyUnitType
ns=0;i=12847	TransferSubscriptionsCount
ns=4;i=16021	Model
ns=0;i=12846	RepublishCount
ns=0;i=12845	PublishCount
ns=0;i=12844	SetPublishingModeCount
ns=0;i=12849	AddNodesCount
ns=0;i=12848	DeleteSubscriptionsCount
ns=0;i=12861	SessionId
ns=0;i=12860	SessionSecurityDiagnostics
ns=0;i=12865	Encoding
ns=0;i=12864	AuthenticationMechanism
ns=0;i=12863	ClientUserIdHistory
ns=0;i=12862	ClientUserIdOfSession
ns=6;i=6011	NamespacePublicationDate
ns=6;i=6010	ProductText
ns=6;i=6013	NamespaceVersion
ns=0;i=576	FilterOperator
ns=6;i=6012	NamespaceUri
ns=6;i=6015	StaticNumericNodeIdRange
ns=6;i=6014	StaticNodeIdTypes
ns=6;i=6016	StaticStringNodeIdPattern
ns=6;i=6019	IOLinkEventCode
ns=6;i=6018	IOLinkEventCode
ns=0;i=23502	AliasNameDataType
